name,profileUrl,url,desc,phone,fax,email,type,isPublic,publicHours,hasOnSiteTastingRoom,region,img,wines,id,White Wines,Red Wines,Other Types,Alvarinho,Barbera,Black Muscat,Blend - Bordeaux Style Red,Blend - Bordeaux Style White,Blend - Other Red,Blend - Other White,Blend - Proprietary Red,Blend - Proprietary White,Blend - Rhone Style Red,Blend - Rhone Style White,Cabernet Franc,Cabernet Sauvignon,Carmenere,Chardonnay,Chenin Blanc,Cider,Cinsault,Dolcetto,Folle Blanche/ Picpoul Blanc,Fruit,Fume Blanc,Gamay Noir,Gewurztraminer,Grenache Blanc,Grenache Noir,Gruner Veltliner,Late Harvest/Dessert/Ice Wine,Lemberger,Madeleine Angevine,Malbec,Marechal Foch,Mead,Merlot,Montepulciano,Mourvedre,Muller-Thurgau,Muscat Blanc,Muscat Canelli,Muscat Noir,Nebbiolo,Orange Muscat,Other,Petit Verdot,Petite Sirah,Pinot Blanc,Pinot Gris,Pinot Noir,Primitivo,Riesling,Rose,Roussanne,Sagrantino,Sake,Sangiovese,Sauvignon Blanc,Semillon,Siegerrebe,Sparkling,Sylvaner,Syrah,Tempranillo,Tinto Cao,Touriga Nacional,Viognier,Zinfandel
Alleromb,https://www.washingtonwine.org/wineries/alleromb/,,,,,,Winery,False,,,,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],18860,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Almond Roca Cream,https://www.washingtonwine.org/wineries/almond-roca-cream/,,http://www.almondrocacream.com/,,,,Winery,False,,,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/777cf843300b546bf43540f13e25ec35/AlmondRoca_Cream_Logo.jpg,[],17750,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Almquist Family Vintners,https://www.washingtonwine.org/wineries/almquist-family-vintners/,http://www.almquistfamilyvintners.com,"Select premium grapes from farmers who know the land. Allow the fruit to express itself. Taste. Bottle only the best for an ""A"".",206 352 2962,,vintner@almquistfamilyvintners.com,Winery,True,MON - SAT 5pm to 10pm or by appointment,1,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/c13c9e816958fc5252557191a7647e96/new-logo.jpg,[],231,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Alpenfire Cider,https://www.washingtonwine.org/wineries/alpenfire-cider/,http://www.alpenfirecider.com,"Alpenfire is Washington States only USDA certified organic, estate cidery. We are dedicated to opening eyes to the possibilities of traditional style ciders.  ",360 379 8915,360 379 8915,bear@alpenfirecider.com,Winery,True,May through September we are open Fri-Sun 1:00 to 5:00.  Outside those times call for an appointment,1,Olympic Peninsula / Islands,https://wswc-1290.kxcdn.com/_assets/b306f5dff0e18f8a1b7527556fa866fe/Alp Esig sml.jpg,"[{'objectName': 'a4f648fbb57561a2f107ef94570b4bc9', 'name': ""Pirate's Plank"", 'variety': 'Cider'}, {'objectName': 'ae2e8795652b29c90c6c5b0a72a7fa04', 'name': 'Spark!', 'variety': 'Cider'}, {'objectName': '0a9307c9f1f26cc4759b02d8e7320064', 'name': 'Ember', 'variety': 'Cider'}, {'objectName': '45ae82dd9bccda879fa1550c72733ba1', 'name': 'Flame ', 'variety': 'Cider'}]",10104,0,0,4,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Alta Cellars,https://www.washingtonwine.org/wineries/alta-cellars/,http://www.altacellarswinery.com/,,206-669-0695,,info@altacellars.com,Winery,True,12 to 5 pm Daily or by appointment,1,Lake Chelan,https://wswc-1290.kxcdn.com/_assets/4e6ea3dd895451f40fea8d00dc5dea3a/Alta Cellars logo for 2019 TG.jpg,[],12037,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
ALUVÉ,https://www.washingtonwine.org/wineries/aluv/,https://aluvewine.com,"An Estate Winery and Vineyard experience in the picturesque foothills of the Blue Mountains, the focus of our production is Estate Cabernet Sauvignon, Merlot, Petit Verdot and Chardonnay, cultivated and created from the vineyard that surrounds...",509-520-6251,,info@aluvewine.com,Winery,True,"Friday and Saturday 10:30-4:30  (March to December)
Other times By Appointment:  509-520-6251",1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/63880f5dd133d9ac8154f996641e08fb/Aluve Logo.jpg,"[{'objectName': 'd7034a286e0bc63dd422b2d6311b2577', 'name': '2017 Menozzi Vineyard Estate Red Wine', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': 'c920adc46862a12f72f0734f4eb966e2', 'name': '2017 Estate Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '69b9f2b6cc0d5156e149deb5cc5d4328', 'name': '2018 Estate Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '6a4c67f66fbdd829780d2528427cb541', 'name': '2017 Sangiovese', 'variety': 'Sangiovese'}, {'objectName': '5f79f7558ae3eb883f317532de2128b2', 'name': '2017 Estate Petit Verdot', 'variety': 'Petit Verdot'}]",19966,1,4,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
àMaurice Cellars,https://www.washingtonwine.org/wineries/maurice-cellars/,http://www.amaurice.com,"Welcome to àMaurice Cellars, a family-owned, boutique winery and vineyard situated on 13 perfectly sloped acres in the Blue Mountains of Walla Walla, Washington. We invite you to create a memory each time you drink, share and enjoy àMaurice.",509.522.5444,509.522.3444,info@amaurice.com,Winery,True,"Friday 10:30am - 4:30pm, Sat 10:30am - 4:30pm, or by appointment.",1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/0f2d29495277e5ee4f38dec6343a67b3/aMaurice1.jpg,"[{'objectName': 'e51867fb6955b80f68974fdba1a968a5', 'name': 'Columbia Valley Malbec', 'variety': 'Malbec'}, {'objectName': '699ef9b4aab347cd625db3913fef4be2', 'name': 'Boushey Vineyard Syrah/Grenache', 'variety': 'Blend - Rhone Style Red'}, {'objectName': '0e53976526906b5774bef1a95a77dac0', 'name': 'Columbia Valley Red Blend ""Tobey""', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': 'de0285551c0d03a0bb067cdead15619b', 'name': 'Columbia Valley Viognier ', 'variety': 'Viognier'}, {'objectName': 'b3f9f493f8a7658b6407de6dfa3c3d05', 'name': 'Conner Lee Chardonnay', 'variety': 'Chardonnay'}]",232,2,3,0,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Amavi Cellars,https://www.washingtonwine.org/wineries/amavi-cellars_1/,http://www.amavicellars.com,"Amavi Cellars represents winemaking passion, quality and commitment to the Walla Walla Valley. The brand is dedicated to producing estate grown wines that showcase the distinct personality of this region. Since 2001, the winery has established...",509-525-3541,509-522-9011,patty@amavicellars.com,Winery,True,Open daily from 10am - 4pm,1,Walla Walla,https://wswc-1290.kxcdn.com/_assets/bcdd75f522135d99a3353f9b29b46ca4/Amavi Cellars Logo.jpg,"[{'objectName': 'a4db315c5df964a4aaec637a8a6362d7', 'name': '2014 Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '9f087ecf9bbb52843eccbf403095d7dc', 'name': '2016 Sémillon', 'variety': 'Semillon'}, {'objectName': '4911ba7cd0a65f678c59b78b2891f0b6', 'name': '2014 Syrah', 'variety': 'Syrah'}]",233,1,2,0,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No
Ambassador Wines of Washington,https://www.washingtonwine.org/wineries/ambassador-wines-of-washington/,www.ambassadorwinery.com,,425-949-8322,,info@ambassadorvineyard.com,Winery,True,"Friday, Saturday and Sunday, 1-5pm",1,Woodinville,https://wswc-1290.kxcdn.com/_assets/dbcca70b5a08d7ef3d576a3a90fb027d/AWOW Logo hi res.jpg,"[{'objectName': '5bc88bbe6c1130891d1db8be2af0f715', 'name': 'Estate Envoy Blend', 'variety': 'Blend - Bordeaux Style Red'}]",14893,0,1,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Amelia Wynn Winery,https://www.washingtonwine.org/wineries/amelia-wynn-winery/,,"AMELIA WYNN of Bainbridge Island is a craft winery producing Bordeaux, Rhone, and Northern Italian varietal wines.  Paul Bianchi, owner and vintner, has been making wine since 1998. The winery’s name is in celebration of the birth of Paul’s twin",,,,Winery,True,refer to the web site,1,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],11324,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Ancestry Cellars,https://www.washingtonwine.org/wineries/ancestry-cellars/,www.ancestrycellars.com,Genuine wines rooted in family and traditions.,(206) 607-9115,,info@ancestrycellars.com,Winery,True,"Sat 1:00 PM - 5:00 PM, Sun 1:00 PM - 5:00 PM",1,Woodinville,https://wswc-1290.kxcdn.com/_assets/76cac4b2d9e04d223185483211036979/Ancesty Cellars 2012 Black Logo(250x250px).jpg,"[{'objectName': 'afcc1d4a08a499ecf051469b4e411d76', 'name': '2012 Reunion Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '81a2d5a80570fa431f7b62879ac8b9a5', 'name': 'di Donato Sangiovese', 'variety': 'Sangiovese'}, {'objectName': '38178bbc755bb3c4061b412b1d15956b', 'name': '2012 Reminiscence Riesling', 'variety': 'Riesling'}, {'objectName': '49861ac0469548be699304ca912e52f4', 'name': '2011 Reunion Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '9f946e49223b31dafc6552b53eab748b', 'name': '2011 Le Frere', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': '100a376482496196195fdd9e4ba9c7f0', 'name': '2011 La Soeur', 'variety': 'Blend - Bordeaux Style Red'}]",16582,3,3,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
"Ancient Lake Wine Company, LLC",https://www.washingtonwine.org/wineries/ancient-lake-wine-company-llc/,,,,,,Winery,False,,,Central Washington (Wahluke Slope area),https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],19627,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Anderson Island Vineyards,https://www.washingtonwine.org/wineries/anderson-island-vineyards_1/,http://www.andersonislandvineyards.com,,360-480-0789,,andersonislandvineyards@gmail.com,Winery,False,,,Olympic Peninsula / Islands,https://wswc-1290.kxcdn.com/_assets/9d9876356ea3f7ad13c04e89cecb0fa0/AIV_logo_final.jpg,[],19860,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Andrew Will Winery,https://www.washingtonwine.org/wineries/andrew-will-winery/,http://www.andrewwill.com,,206-463-9227,,info@andrewwill.com,Winery,False,,,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/b52f3a05c3d4562d21e97ef72eab3404/logo028.jpg,"[{'objectName': '9ce7fd7695bfa0ab07661981373e93a1', 'name': 'Sorella', 'variety': 'Blend - Bordeaux Style Red'}]",239,0,1,0,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Anelare,https://www.washingtonwine.org/wineries/anelare/,http://www.anelare.com,"A true wine destination with an experience.  “Anelare”is Italian for “desire”or “yearn for,”and it is a fitting description of our small production, premium winery.  We desired to create a bottle of wine that you would be proud to...",509-521-8926,,info@anelare.com,Winery,True,"Monday- 11a - 2p
Thursday - Sunday 11a - 5p 
or by appointment for 8+ guests",1,Red Mountain,https://wswc-1290.kxcdn.com/_assets/56757ee6973690909b8bf761d7bab662/Anelare Logo.png,"[{'objectName': 'af6ce6e223a6cebeb3df5f0807c22cdb', 'name': 'Nonna Viola Red Wine', 'variety': 'Blend - Proprietary Red'}, {'objectName': 'c39764b633a40b8939c075cbf8acdb70', 'name': 'Ciel du Cheval Merlot', 'variety': 'Merlot'}, {'objectName': '9d37de9ff77beedbab68868cf78f2416', 'name': 'Weinbau Carmenere', 'variety': 'Carmenere'}, {'objectName': '4609407162f8226a19f5b76c7dca93f3', 'name': 'Columbia Valley Syrah', 'variety': 'Syrah'}, {'objectName': '84be3bc07366242f20f679455748d260', 'name': 'Ciel du Cheval Syrah', 'variety': 'Syrah'}, {'objectName': '2cfd008fed5df5436a08c540389b1f16', 'name': 'Boushey Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '3f5010bc323188fb4865b15aa1e55d6e', 'name': 'Ciel du Cheval Cuvee', 'variety': 'Blend - Rhone Style White'}]",5315,1,6,0,No,No,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
AniChe Cellars,https://www.washingtonwine.org/wineries/aniche-cellars/,http://AniCheCellars.com,Truth. Beauty. Freedom. Love. All female wine making team. Craft wine blends.,360-624-6531,,info@anichecellars.com,Winery,True,"Wed-Sun, Noon-6pm",1,Southwest WA,https://wswc-1290.kxcdn.com/_assets/6e545f46f2351a11d72527a33c9fd68b/logo.jpg,"[{'objectName': 'd371195acc95f24202e6b26309812ee5', 'name': 'Moth Love 2014', 'variety': 'Blend - Rhone Style Red'}, {'objectName': 'd87b1c96f40189ab8f7794d1be72f197', 'name': 'Orlando, 2015 releases Spetember 23rd!', 'variety': 'Blend - Other Red'}, {'objectName': 'e1cbb38259da6b423b5a49d93c23c7c3', 'name': '7 Gables 2015 releases Labor day weekend!', 'variety': 'Blend - Rhone Style Red'}, {'objectName': 'c919099f3e018e335292796b665ec085', 'name': 'Be Holden 2014', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': 'c4b43ed75d04ce9203430a9b0b23ac1d', 'name': 'Lizzy, 2016', 'variety': 'Blend - Rhone Style White'}, {'objectName': '27d0bf471aeb6ac477a72745f272a5ff', 'name': 'Tzippy 2016', 'variety': 'Blend - Other White'}, {'objectName': '5ce96d8e00f26241a9c84cc226d43dd4', 'name': 'Bombadil 2016', 'variety': 'Grenache Blanc'}, {'objectName': '3c8ceb6ce86a28a4df7dfcee40b1b0aa', 'name': 'Atticus, 2014', 'variety': 'Syrah'}, {'objectName': '567c853cc4f56c2b9d1a43bea9f9045a', 'name': 'Three Witches 2015 releases October 31st!', 'variety': 'Blend - Rhone Style Red'}, {'objectName': '500dab92aae864513e064c19f28f8548', 'name': 'Tyger, Tyger 2013', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': '2460ea72997c91c5eb060e35773d0033', 'name': 'Little Birds', 'variety': 'Rose'}, {'objectName': '3510b6d9bc7cc3990eac0dc0201d2eea', 'name': 'Come & Go, 2016', 'variety': 'Other'}, {'objectName': '4699a9bb0e9b6a1b6609e467bf357458', 'name': 'Goat Boy, 2013', 'variety': 'Blend - Bordeaux Style Red'}]",11153,3,8,2,No,No,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No
Animale,https://www.washingtonwine.org/wineries/animale/,http://www.animalewine.com,"Balance, concentration, complexity, subtlety - wines that reflect the grapes from which they are made and the places where the grapes are grown.",206 782 8047,,winery@animalewine.com,Winery,True,By appointment.,,Greater Seattle Area,https://wswc-1290.kxcdn.com/_assets/c038f34b3b95dfbc1cc7637959ac032b/ANIMALE_Logo.png,"[{'objectName': '4cd0f2484e27d0c76255499e408139e7', 'name': 'Petite Sirah', 'variety': 'Petite Sirah'}]",244,0,1,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
AntoLin Cellars,https://www.washingtonwine.org/wineries/antolin-cellars-winery/,http://antolincellars.com/,"Relax and savor award-winning wines in the inviting atmosphere of Yakima’s favorite Tasting Room. AntoLin Cellars is located on historic Front Street in downtown Yakima.

Inside you’ll discover comfortable, casual décor, where you can...",(509) 961-8370,,AntoLin@AntoLinCellars.com,Winery,True,"Tasting Room is Open Weekly:


Wed:  3-8
Thu:  3-8
Fri:  1-9
Sat:  12-7
Sun:  12-4",1,Yakima,https://wswc-1290.kxcdn.com/_assets/51c18faa41902b61bb5eb12b03d72a63/ALC CC Photo Barrel Sign Brite.jpg,"[{'objectName': '5df3d7e5ef5c49262934e658a112089f', 'name': '2016 AntoLin Cellars Estate Cabernet Rosé', 'variety': 'Rose'}, {'objectName': 'b124ed8b22427d690f1bcc6d5f49709c', 'name': '2016 AntoLin Cellars Estate Riesling', 'variety': 'Riesling'}, {'objectName': 'fee9b43ab0ae6faa02a462daebb2a1e4', 'name': '2015 AntoLin Cellars Chardonnay', 'variety': 'Chardonnay'}, {'objectName': '6ed576ce96aed1d2c67efc22a9c1408e', 'name': '2015 AntoLin Cellars Estate Malbec', 'variety': 'Malbec'}, {'objectName': 'e5cc44a5e5654818f1f55a53ce610090', 'name': '2014 AntoLin Cellars Viognier', 'variety': 'Viognier'}, {'objectName': 'b160493e84e883ae70fd926630e12013', 'name': '2015 AntoLin Cellars Estate Carménère', 'variety': 'Carmenere'}, {'objectName': '5957fa1ea5ce3a443d14b473eaa64854', 'name': '2015 AntoLin Cellars Estate Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '69c50f2990e383c5f937312fe26efc7d', 'name': ""2014 AntoLin Cellars Brandon's Board Oh! (Bordeaux-style Blend)"", 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': '346d5725cd77c525bf9f8bd6b50aff1e', 'name': '2012 AntoLin Cellars Cabernet Franc', 'variety': 'Cabernet Franc'}]",10082,3,5,1,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
Apex Cellars,https://www.washingtonwine.org/wineries/apex-cellars/,http://www.apexcellars.com,"Founded in 1988, Apex Cellars celebrates 20+ years of crafting premium Washington wine",509-786-1800,,tastingroom@apexcellars.com,Winery,True,"Daily, 11 a.m. - 6 p.m.",1,Prosser,https://wswc-1290.kxcdn.com/_assets/903bcfd3158b4686ef30ef1e3c4f6a6a/Apex.jpg,"[{'objectName': 'e15993d07b3c3818284b8a2f134bee5a', 'name': 'Apex Cellars Chardonnay', 'variety': 'Chardonnay'}, {'objectName': 'e9a8235d1e4eb828e5782218dad49bcc', 'name': 'Apex Ascent Merlot', 'variety': 'Merlot'}, {'objectName': 'b94f53324f700190614e515c6035b1eb', 'name': 'Apex Cellars Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': 'de17b05f641367bcb7d6d8d23e319650', 'name': 'Apex Ascent Cabernet Sauvignon', 'variety': 'Cabernet Sauvignon'}, {'objectName': '3caade306e7cd59a9fbd95a6863962c6', 'name': 'Apex Cellars Sparkling Brut', 'variety': 'Chardonnay'}, {'objectName': '40468c73a550bda5e37961920593a948', 'name': 'Apex Ascent Red Blend', 'variety': 'Blend - Other Red'}, {'objectName': '7228a31e3356bd7b16290463285c3f24', 'name': 'Apex Cellars Merlot', 'variety': 'Merlot'}]",248,2,5,0,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Aquilini Brands USA Inc,https://www.washingtonwine.org/wineries/aquilini-brands-usa-inc/,,,,,,Winery,False,,0,Red Mountain,https://wswc-1290.kxcdn.com/_assets/99e94db19d919763b792410e6e086fca/default_profile_img-01.png,[],20169,0,0,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Arbor Crest Wine Cellars,https://www.washingtonwine.org/wineries/arbor-crest-wine-cellars_2/,http://www.arborcrest.com,"Arbor Crest is a family winery dedicated to producing quality, hand-crafted wines using the finest Washington State fruit. Out award-winning wines, captivating venue, and excellent customer service combine to create an unforgettable experience.",(509) 927-9463,,info@arborcrest.com,Winery,True,"Cliff House Estate | Daily:12pm-5pm<br />
(Extended Summer hours June-August)
<br /><br />",1,Spokane,https://wswc-1290.kxcdn.com/_assets/b21c47f47ba48e04dbf10288889378cf/AB_0_015.jpg,"[{'objectName': 'a3398a6892782bb8bfdebc52a0137acd', 'name': 'Cabernet Franc | Conner Lee Vineyard', 'variety': 'Cabernet Franc'}, {'objectName': 'd5e5a2524e945ff3fc1277e4581cc220', 'name': 'Malbec | Wahluke Slope Vineyard', 'variety': 'Malbec'}, {'objectName': 'a0c261b99eb934c9e4e3d223178609c2', 'name': 'Cabernet Sauvignon | Five Vineyards', 'variety': 'Cabernet Sauvignon'}, {'objectName': 'a066bef3f8e34b83813aafcfebb3202f', 'name': 'Cabernet Sauvignon | Klipsun Vineyard', 'variety': 'Cabernet Sauvignon'}, {'objectName': 'a32e554cabc15c9e0fc5a602dbe9dbc6', 'name': 'Chardonnay | Conner Lee Vineyard', 'variety': 'Chardonnay'}, {'objectName': '7dae5d5c827791f72db51b92d0cb6442', 'name': 'Dionysus | Meritage Blend', 'variety': 'Blend - Bordeaux Style Red'}, {'objectName': 'c839910a45f83f320cdbbb8b3381c5ea', 'name': 'Sauvignon Blanc | Bacchus Vineyard', 'variety': 'Sauvignon Blanc'}, {'objectName': '5efccbe26539e4892015b1223447dccd', 'name': 'Merlot | Four Vineyards', 'variety': 'Merlot'}, {'objectName': '8ca0bdc2472df6cfaaa525052e92194c', 'name': 'Syrah | Three Vineyards', 'variety': 'Syrah'}, {'objectName': '4723a471ae5981e826fae3acce6d3ec9', 'name': 'Riesling | Dionysus Vineyard', 'variety': 'Riesling'}, {'objectName': '0909f2eb51c6955f670831d1abcd1206', 'name': 'Chardonnay | Columbia Valley', 'variety': 'Chardonnay'}, {'objectName': '778cb6f1e93f2fbc8118ea5df9350d76', 'name': 'Sangiovese | Wahluke Slope Vineyard', 'variety': 'Sangiovese'}]",1634,4,8,0,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No
